transaction_id;user_id;transaction_date;transaction_hour;voucher_price;payment_method;age_group;city;seabank_user;shopeepay_balance;registered_payment_methods;avg_monthly_transaction;status;cancel_stage
15722;1531;04/03/2025;22;29995;debit_card;25-34;Jakarta;TRUE;107181;1;1172731;completed;
15723;561;04/01/2025;13;29995;shopeepay;35-44;Jakarta;TRUE;90810;3;1808217;completed;
15724;2547;11/01/2025;18;49995;debit_card;18-24;Jakarta;FALSE;8981;1;1493774;cancelled;detail
15725;627;03/01/2025;0;29995;debit_card;25-34;Jakarta;FALSE;197330;3;159365;cancelled;payment
15726;2550;27/01/2025;22;29995;debit_card;18-24;Jakarta;TRUE;107154;2;394750;completed;
15727;2789;21/03/2025;11;29995;debit_card;45+;Makassar;TRUE;26465;2;929828;completed;
15728;2812;13/02/2025;13;49995;shopeepay;25-34;Makassar;FALSE;104417;2;624162;completed;
15729;1611;18/01/2025;14;49995;shopeepay;35-44;Jakarta;TRUE;4176;2;708672;completed;
15730;675;30/01/2025;6;49995;seabank;25-34;Surabaya;TRUE;138907;3;609013;completed;
15731;49;29/03/2025;3;29995;seabank;25-34;Medan;FALSE;73839;3;249395;completed;
15732;1387;11/03/2025;13;29995;seabank;35-44;Makassar;TRUE;149787;1;1064279;completed;
15733;1903;16/02/2025;17;49995;seabank;35-44;Jakarta;TRUE;9466;1;812129;completed;
15734;627;03/02/2025;15;49995;shopeepay;25-34;Jakarta;FALSE;197330;3;159365;completed;
15735;2728;17/03/2025;13;49995;debit_card;18-24;Jakarta;TRUE;160448;1;180374;cancelled;detail
15736;277;11/02/2025;20;29995;debit_card;35-44;Bandung;TRUE;69767;2;375112;completed;
15737;2095;23/01/2025;10;29995;debit_card;18-24;Jakarta;FALSE;44440;1;234740;completed;
15738;2974;09/02/2025;5;49995;shopeepay;35-44;Bandung;TRUE;9321;2;877435;cancelled;payment
15739;216;15/01/2025;14;29995;shopeepay;18-24;Jakarta;FALSE;82970;2;1643603;completed;
15740;230;21/03/2025;9;29995;debit_card;25-34;Jakarta;FALSE;72828;3;1933224;cancelled;detail
15741;2371;26/02/2025;11;49995;seabank;25-34;Medan;TRUE;193979;3;1441819;completed;
15742;2273;14/01/2025;8;29995;seabank;25-34;Jakarta;TRUE;48634;2;1356212;cancelled;payment
15743;1686;20/03/2025;16;29995;seabank;35-44;Medan;FALSE;139122;2;1002573;completed;
15744;1311;12/01/2025;17;29995;shopeepay;18-24;Jakarta;FALSE;104533;3;802345;completed;
15745;46;04/02/2025;10;29995;shopeepay;25-34;Surabaya;FALSE;132773;2;1415895;completed;
15746;1837;25/01/2025;5;29995;shopeepay;18-24;Medan;FALSE;7970;2;494605;completed;
15747;1038;19/03/2025;18;29995;shopeepay;35-44;Bandung;FALSE;56313;3;1603524;completed;
15748;633;02/01/2025;1;29995;debit_card;25-34;Medan;FALSE;86153;3;1926919;cancelled;payment
15749;2423;18/01/2025;21;29995;shopeepay;35-44;Makassar;TRUE;150408;1;1770442;completed;
15750;2751;04/02/2025;22;49995;debit_card;25-34;Jakarta;FALSE;2093;2;1965883;completed;
15751;987;09/01/2025;19;29995;shopeepay;25-34;Jakarta;FALSE;119783;2;1795844;cancelled;payment
15752;333;11/01/2025;12;29995;debit_card;18-24;Jakarta;FALSE;115042;1;1876161;completed;
15753;1880;31/03/2025;8;29995;seabank;25-34;Bandung;TRUE;133014;3;707729;completed;
15754;2214;08/03/2025;11;29995;debit_card;45+;Bandung;FALSE;194073;1;688100;completed;
15755;507;10/03/2025;15;29995;shopeepay;45+;Makassar;FALSE;87938;3;1846543;completed;
15756;117;15/03/2025;18;29995;debit_card;35-44;Surabaya;FALSE;84631;3;1599505;completed;
15757;943;07/02/2025;1;29995;shopeepay;25-34;Jakarta;FALSE;52284;2;609834;completed;
15758;636;11/03/2025;15;29995;shopeepay;25-34;Medan;TRUE;148605;3;1011800;completed;
15759;1590;16/03/2025;4;49995;seabank;35-44;Surabaya;TRUE;146123;2;617730;cancelled;detail
15760;1463;22/03/2025;16;29995;shopeepay;18-24;Makassar;FALSE;94542;1;1827821;cancelled;payment
15761;2505;28/02/2025;5;29995;shopeepay;18-24;Jakarta;TRUE;106759;3;699194;completed;
15762;1992;07/03/2025;23;29995;seabank;18-24;Surabaya;TRUE;105494;1;1298756;completed;
15763;869;10/02/2025;6;29995;debit_card;35-44;Surabaya;FALSE;66126;3;756475;completed;
15764;1295;24/01/2025;5;49995;debit_card;35-44;Medan;TRUE;9387;3;1626624;completed;
15765;1735;19/02/2025;2;29995;seabank;18-24;Medan;TRUE;120283;1;708323;completed;
15766;2264;05/01/2025;20;29995;debit_card;25-34;Jakarta;TRUE;107026;1;751477;completed;
15767;113;21/01/2025;14;29995;debit_card;45+;Surabaya;FALSE;72356;1;102494;completed;
15768;2264;06/01/2025;15;29995;seabank;25-34;Jakarta;TRUE;107026;1;751477;completed;
15769;427;04/01/2025;16;29995;shopeepay;25-34;Surabaya;FALSE;145476;3;465915;completed;
15770;1159;09/01/2025;8;29995;seabank;35-44;Makassar;TRUE;194020;2;288962;completed;
15771;1067;10/03/2025;8;29995;debit_card;18-24;Jakarta;TRUE;128396;3;1904385;completed;
15772;2812;09/03/2025;16;29995;shopeepay;25-34;Makassar;FALSE;104417;2;624162;completed;
15773;284;09/01/2025;6;49995;shopeepay;18-24;Bandung;FALSE;180889;2;1757806;completed;
15774;834;18/01/2025;1;29995;seabank;18-24;Medan;FALSE;9982;3;913996;cancelled;payment
15775;230;28/02/2025;5;29995;seabank;25-34;Jakarta;FALSE;72828;3;1933224;cancelled;browse
15776;1920;12/02/2025;9;29995;debit_card;25-34;Jakarta;FALSE;134801;3;1078512;completed;
15777;1667;21/03/2025;16;29995;shopeepay;18-24;Jakarta;FALSE;86755;3;988397;cancelled;payment
15778;385;07/03/2025;13;29995;seabank;35-44;Jakarta;FALSE;129681;1;977510;completed;
15779;159;29/01/2025;2;29995;shopeepay;18-24;Bandung;TRUE;177318;1;351743;completed;
15780;824;17/02/2025;15;29995;debit_card;25-34;Jakarta;FALSE;824;1;451252;cancelled;detail
15781;2519;20/02/2025;15;29995;shopeepay;25-34;Jakarta;FALSE;124077;2;1274947;completed;
15782;208;11/02/2025;4;29995;seabank;25-34;Surabaya;TRUE;2459;3;549600;completed;
15783;174;05/02/2025;15;29995;shopeepay;18-24;Jakarta;FALSE;150466;1;1627234;completed;
15784;1824;17/03/2025;22;29995;seabank;35-44;Medan;FALSE;54649;3;1160428;completed;
15785;1105;14/02/2025;4;49995;shopeepay;45+;Jakarta;TRUE;23946;2;346854;completed;
15786;1042;04/02/2025;23;29995;debit_card;35-44;Jakarta;FALSE;132994;1;59297;completed;
15787;1017;06/01/2025;4;29995;seabank;18-24;Bandung;TRUE;93332;2;340832;completed;
15788;708;06/02/2025;5;29995;shopeepay;35-44;Jakarta;FALSE;103591;2;1088967;completed;
15789;1384;05/02/2025;17;29995;shopeepay;18-24;Surabaya;FALSE;143755;1;86680;completed;
15790;1892;25/03/2025;11;29995;shopeepay;25-34;Jakarta;FALSE;186492;1;1357729;completed;
15791;1303;16/01/2025;20;29995;debit_card;18-24;Bandung;TRUE;130752;1;1685263;completed;
15792;2445;13/03/2025;6;49995;shopeepay;25-34;Jakarta;TRUE;9643;3;220632;completed;
15793;2814;22/01/2025;16;29995;debit_card;18-24;Jakarta;TRUE;179729;2;1508922;cancelled;payment
15794;677;10/03/2025;9;29995;debit_card;18-24;Jakarta;FALSE;13587;3;1505092;cancelled;payment
15795;2565;10/03/2025;8;29995;debit_card;25-34;Makassar;FALSE;198012;1;1131458;completed;
15796;662;04/03/2025;8;49995;shopeepay;45+;Medan;FALSE;162948;1;1055655;cancelled;payment
15797;1564;16/03/2025;23;49995;shopeepay;18-24;Jakarta;FALSE;72725;1;328263;completed;
15798;1261;19/01/2025;10;29995;seabank;18-24;Jakarta;TRUE;15330;2;108204;completed;
15799;2354;22/03/2025;13;29995;debit_card;35-44;Medan;FALSE;183325;3;1483510;cancelled;detail
15800;358;18/01/2025;4;29995;seabank;25-34;Medan;FALSE;162187;3;1116415;completed;
15801;1309;14/03/2025;6;29995;shopeepay;25-34;Bandung;FALSE;18240;2;997143;completed;
15802;1317;17/01/2025;16;29995;shopeepay;25-34;Surabaya;TRUE;190057;1;1603031;completed;
15803;419;10/02/2025;22;29995;shopeepay;25-34;Jakarta;FALSE;25298;3;550735;completed;
15804;1492;02/02/2025;8;29995;shopeepay;25-34;Surabaya;FALSE;56965;2;1043694;completed;
15805;642;25/03/2025;18;29995;debit_card;25-34;Makassar;FALSE;189669;2;541745;cancelled;payment
15806;1594;24/02/2025;20;29995;seabank;18-24;Jakarta;FALSE;124920;1;1781042;completed;
15807;507;23/03/2025;12;29995;shopeepay;45+;Makassar;FALSE;87938;3;1846543;completed;
15808;1682;24/01/2025;8;49995;seabank;45+;Jakarta;FALSE;13189;1;1370162;cancelled;browse
15809;1502;18/03/2025;12;29995;debit_card;25-34;Medan;FALSE;2673;3;1172876;completed;
15810;1386;09/02/2025;13;29995;shopeepay;25-34;Surabaya;TRUE;142097;3;101044;completed;
15811;312;28/01/2025;7;29995;debit_card;18-24;Surabaya;FALSE;49294;3;880171;completed;
15812;1658;08/03/2025;13;29995;shopeepay;25-34;Medan;FALSE;77228;2;404489;completed;
15813;2752;16/03/2025;12;49995;shopeepay;25-34;Bandung;TRUE;96319;3;1193417;completed;
15814;245;08/02/2025;22;49995;shopeepay;18-24;Surabaya;FALSE;131332;3;472994;cancelled;payment
15815;477;21/01/2025;9;29995;shopeepay;18-24;Makassar;FALSE;188511;1;1143906;cancelled;browse
15816;615;06/02/2025;21;49995;shopeepay;35-44;Medan;TRUE;67764;1;778309;completed;
15817;2484;02/01/2025;1;49995;seabank;18-24;Surabaya;FALSE;138573;3;1049666;completed;
15818;250;06/01/2025;11;49995;debit_card;35-44;Surabaya;TRUE;194760;2;1144182;completed;
15819;2525;21/02/2025;15;29995;shopeepay;35-44;Medan;FALSE;104132;2;1958010;completed;
15820;1596;05/01/2025;6;29995;shopeepay;25-34;Surabaya;FALSE;35568;1;74809;completed;
15821;1774;16/02/2025;1;49995;shopeepay;45+;Bandung;TRUE;14239;2;1878864;completed;
15822;1930;12/02/2025;15;49995;debit_card;18-24;Makassar;TRUE;175365;1;1917030;completed;
15823;1876;09/02/2025;21;29995;shopeepay;25-34;Surabaya;FALSE;64471;3;1858086;completed;
15824;511;11/01/2025;5;49995;seabank;25-34;Jakarta;TRUE;9797;2;1976208;completed;
15825;1670;22/03/2025;15;29995;shopeepay;35-44;Surabaya;TRUE;178438;3;1221875;completed;
15826;1873;14/01/2025;12;29995;debit_card;25-34;Jakarta;FALSE;137039;2;657045;completed;
15827;774;02/01/2025;9;29995;debit_card;25-34;Surabaya;TRUE;167364;3;1054944;completed;
15828;1366;08/02/2025;19;49995;debit_card;18-24;Surabaya;FALSE;170715;3;1513097;completed;
15829;924;04/03/2025;8;29995;seabank;35-44;Jakarta;FALSE;160613;3;1385557;completed;
15830;74;04/03/2025;1;49995;shopeepay;35-44;Jakarta;FALSE;132957;3;251107;completed;
15831;809;18/01/2025;20;49995;shopeepay;25-34;Jakarta;TRUE;181693;3;979588;completed;
15832;2879;20/03/2025;15;49995;seabank;25-34;Medan;FALSE;126031;1;1135673;completed;
15833;1046;31/03/2025;2;29995;shopeepay;25-34;Medan;FALSE;53744;1;1493399;completed;
15834;2268;01/01/2025;21;29995;debit_card;35-44;Medan;FALSE;164141;1;280882;completed;
15835;2127;17/01/2025;1;49995;shopeepay;25-34;Medan;TRUE;89987;2;515393;completed;
15836;235;23/02/2025;9;29995;shopeepay;18-24;Medan;FALSE;86569;2;695044;completed;
15837;2205;08/02/2025;19;29995;seabank;35-44;Makassar;FALSE;177836;2;1416769;completed;
15838;2375;17/02/2025;22;49995;debit_card;25-34;Medan;FALSE;167057;1;999856;completed;
15839;642;07/03/2025;4;49995;shopeepay;25-34;Makassar;FALSE;189669;2;541745;completed;
15840;621;15/01/2025;7;29995;seabank;18-24;Surabaya;TRUE;173269;3;1607718;completed;
15841;985;22/01/2025;11;29995;debit_card;35-44;Bandung;FALSE;81219;2;1686073;completed;
15842;1299;20/01/2025;3;49995;shopeepay;25-34;Medan;FALSE;170881;3;235576;completed;
15843;2654;30/03/2025;13;29995;shopeepay;18-24;Medan;FALSE;158457;2;866462;completed;
15844;1618;12/02/2025;22;49995;shopeepay;25-34;Bandung;FALSE;110893;3;1992849;cancelled;payment
15845;2912;25/02/2025;14;29995;shopeepay;18-24;Makassar;FALSE;174220;1;839031;cancelled;payment
15846;2797;24/01/2025;20;49995;debit_card;18-24;Jakarta;TRUE;174387;1;941403;completed;
15847;1796;12/02/2025;2;49995;seabank;18-24;Jakarta;TRUE;13107;3;203033;completed;
15848;2963;21/01/2025;23;29995;seabank;25-34;Medan;FALSE;128513;3;688794;cancelled;payment
15849;2947;17/02/2025;21;29995;seabank;25-34;Jakarta;FALSE;36807;1;1515232;cancelled;payment
15850;860;07/03/2025;14;29995;shopeepay;18-24;Bandung;FALSE;60481;2;1101952;completed;
15851;2621;16/01/2025;3;29995;seabank;35-44;Jakarta;FALSE;109323;3;1039035;completed;
15852;2086;09/02/2025;14;29995;debit_card;25-34;Medan;FALSE;155719;1;1094733;completed;
15853;2166;21/01/2025;8;49995;shopeepay;45+;Makassar;FALSE;82762;2;937708;completed;
15854;2438;21/02/2025;17;29995;shopeepay;25-34;Bandung;TRUE;176682;3;1368824;cancelled;payment
15855;2728;08/01/2025;12;29995;debit_card;18-24;Jakarta;TRUE;160448;1;180374;cancelled;detail
15856;377;19/03/2025;8;29995;debit_card;35-44;Bandung;FALSE;79599;3;476542;completed;
15857;2897;24/02/2025;3;49995;debit_card;25-34;Makassar;TRUE;140931;2;893487;cancelled;detail
15858;1898;27/03/2025;12;49995;shopeepay;18-24;Jakarta;FALSE;191239;1;1040602;completed;
15859;376;23/03/2025;9;49995;shopeepay;25-34;Bandung;TRUE;98580;1;352408;completed;
15860;1605;27/02/2025;7;49995;shopeepay;18-24;Bandung;TRUE;55904;1;847784;completed;
15861;595;05/01/2025;13;49995;shopeepay;35-44;Medan;FALSE;138449;2;1179035;completed;
15862;2795;11/02/2025;15;29995;shopeepay;25-34;Medan;FALSE;49986;1;480898;completed;
15863;1066;30/01/2025;18;49995;debit_card;35-44;Jakarta;FALSE;46870;1;1900084;completed;
15864;2008;09/01/2025;6;49995;seabank;35-44;Bandung;TRUE;4123;2;557866;completed;
15865;2506;10/02/2025;11;49995;shopeepay;18-24;Jakarta;FALSE;128471;3;1056298;completed;
15866;1052;20/02/2025;12;29995;seabank;25-34;Surabaya;FALSE;37317;3;263058;completed;
15867;2789;26/02/2025;14;49995;shopeepay;45+;Makassar;TRUE;26465;2;929828;completed;
15868;629;14/03/2025;14;29995;shopeepay;18-24;Bandung;FALSE;103170;2;348510;completed;
15869;2374;02/03/2025;17;49995;seabank;25-34;Bandung;FALSE;2024;3;1080605;cancelled;payment
15870;1533;06/01/2025;1;29995;shopeepay;35-44;Jakarta;TRUE;2466;1;795868;completed;
15871;2667;26/01/2025;13;29995;shopeepay;18-24;Surabaya;FALSE;151744;3;1559579;completed;
15872;2373;15/03/2025;19;49995;shopeepay;25-34;Medan;FALSE;23696;2;732851;cancelled;detail
15873;1831;06/01/2025;6;29995;debit_card;45+;Bandung;TRUE;69392;2;563279;completed;
15874;1184;22/02/2025;19;49995;debit_card;45+;Jakarta;FALSE;66177;1;497803;cancelled;payment
15875;2564;02/03/2025;1;29995;shopeepay;18-24;Jakarta;FALSE;35865;1;598442;cancelled;payment
15876;746;02/02/2025;1;49995;debit_card;35-44;Jakarta;FALSE;83008;1;1271048;completed;
15877;1278;14/02/2025;4;29995;seabank;45+;Jakarta;TRUE;93899;1;1729809;completed;
15878;1952;09/02/2025;2;49995;seabank;18-24;Jakarta;TRUE;54240;1;1397962;completed;
15879;2296;24/01/2025;2;29995;shopeepay;18-24;Jakarta;FALSE;153612;2;957730;completed;
15880;2446;14/02/2025;0;29995;debit_card;25-34;Jakarta;FALSE;75846;2;1370274;completed;
15881;2630;07/02/2025;18;29995;debit_card;25-34;Jakarta;FALSE;165632;2;1545734;cancelled;payment
15882;2251;29/01/2025;19;29995;shopeepay;18-24;Medan;FALSE;41150;3;1252128;completed;
15883;1326;20/03/2025;11;49995;debit_card;25-34;Makassar;TRUE;132850;2;1378323;cancelled;payment
15884;1172;08/01/2025;21;29995;seabank;45+;Makassar;FALSE;158964;2;931380;completed;
15885;221;05/03/2025;5;49995;shopeepay;25-34;Medan;FALSE;2921;3;1970831;cancelled;payment
15886;2915;28/03/2025;20;29995;debit_card;18-24;Medan;TRUE;135148;3;790079;completed;
15887;1872;14/03/2025;19;49995;debit_card;18-24;Jakarta;TRUE;166026;1;60910;completed;
15888;2311;20/02/2025;5;29995;debit_card;25-34;Jakarta;FALSE;167061;2;1915361;completed;
15889;2344;16/03/2025;12;29995;debit_card;25-34;Jakarta;FALSE;17177;2;1880439;cancelled;payment
15890;2340;06/01/2025;20;29995;debit_card;25-34;Jakarta;FALSE;10248;2;296968;completed;
15891;684;16/02/2025;9;49995;debit_card;25-34;Jakarta;TRUE;196149;2;1710268;completed;
15892;876;18/02/2025;0;29995;shopeepay;18-24;Medan;FALSE;169821;2;462073;completed;
15893;1055;17/03/2025;15;29995;seabank;45+;Bandung;FALSE;54604;3;1892653;cancelled;payment
15894;1963;26/03/2025;13;29995;debit_card;35-44;Jakarta;TRUE;183741;2;660784;completed;
15895;2603;01/02/2025;17;49995;seabank;35-44;Jakarta;FALSE;190525;2;739837;completed;
15896;349;23/02/2025;13;49995;seabank;25-34;Jakarta;FALSE;10956;2;1451200;cancelled;payment
15897;219;05/02/2025;9;49995;seabank;25-34;Surabaya;FALSE;15419;2;76547;cancelled;payment
15898;1023;30/03/2025;19;29995;debit_card;45+;Surabaya;FALSE;162582;1;416296;completed;
15899;450;19/01/2025;21;49995;shopeepay;18-24;Jakarta;FALSE;10652;3;1364544;cancelled;payment
15900;504;06/02/2025;4;29995;shopeepay;35-44;Jakarta;TRUE;139535;3;303130;completed;
15901;86;17/01/2025;1;49995;debit_card;25-34;Surabaya;FALSE;167079;2;1084416;completed;
15902;1289;21/03/2025;16;29995;seabank;18-24;Jakarta;FALSE;18414;2;1359963;cancelled;payment
15903;523;16/01/2025;0;29995;seabank;45+;Jakarta;FALSE;108378;2;1444288;cancelled;browse
15904;2509;27/02/2025;0;29995;shopeepay;35-44;Jakarta;FALSE;48398;1;1951712;completed;
15905;630;13/02/2025;5;29995;debit_card;18-24;Surabaya;FALSE;75675;3;496171;completed;
15906;2300;09/03/2025;6;29995;shopeepay;25-34;Jakarta;FALSE;143859;3;1669177;completed;
15907;18;18/02/2025;6;29995;shopeepay;25-34;Medan;FALSE;169573;1;651082;completed;
15908;1269;20/02/2025;15;29995;shopeepay;25-34;Bandung;FALSE;22007;1;991650;completed;
15909;1177;05/01/2025;18;29995;seabank;35-44;Surabaya;FALSE;135501;2;627614;completed;
15910;1633;27/02/2025;8;29995;debit_card;25-34;Bandung;TRUE;77089;1;405125;completed;
15911;500;15/02/2025;0;29995;shopeepay;45+;Surabaya;FALSE;47020;3;732637;completed;
15912;458;24/02/2025;17;49995;seabank;25-34;Surabaya;FALSE;9470;3;1749777;cancelled;detail
15913;115;14/03/2025;6;49995;seabank;25-34;Jakarta;TRUE;101746;1;336102;completed;
15914;753;17/01/2025;17;29995;shopeepay;25-34;Jakarta;TRUE;83106;1;1865498;completed;
15915;769;12/01/2025;9;29995;seabank;25-34;Jakarta;FALSE;87340;1;1373308;completed;
15916;2495;24/01/2025;19;29995;seabank;25-34;Medan;TRUE;95259;3;900262;completed;
15917;2401;25/02/2025;1;29995;shopeepay;25-34;Jakarta;FALSE;153405;1;449185;completed;
15918;2673;24/02/2025;10;49995;seabank;35-44;Surabaya;FALSE;40324;3;352570;cancelled;payment
15919;1871;17/03/2025;17;29995;shopeepay;35-44;Medan;FALSE;2631;3;163947;cancelled;payment
15920;2589;20/03/2025;10;49995;shopeepay;18-24;Makassar;FALSE;115795;3;458039;completed;
15921;322;16/01/2025;13;29995;debit_card;35-44;Jakarta;FALSE;90481;1;444039;completed;
15922;1973;28/03/2025;12;29995;debit_card;18-24;Medan;TRUE;82971;3;738839;cancelled;payment
15923;226;23/03/2025;0;29995;shopeepay;18-24;Bandung;FALSE;40935;1;783771;cancelled;payment
15924;361;22/01/2025;9;29995;shopeepay;25-34;Bandung;TRUE;172440;3;70195;completed;
15925;1555;13/02/2025;14;29995;debit_card;18-24;Medan;FALSE;169118;1;1216502;completed;
15926;834;12/02/2025;18;29995;debit_card;18-24;Medan;FALSE;9982;3;913996;completed;
15927;112;20/03/2025;16;29995;seabank;18-24;Jakarta;FALSE;2460;2;954600;cancelled;payment
15928;212;21/01/2025;9;49995;seabank;25-34;Surabaya;TRUE;181942;2;1264609;completed;
15929;1257;08/01/2025;21;29995;debit_card;18-24;Makassar;TRUE;103025;2;1976236;completed;
15930;948;18/02/2025;7;29995;debit_card;45+;Surabaya;TRUE;171570;3;1045563;completed;
15931;159;06/01/2025;22;29995;seabank;18-24;Bandung;TRUE;177318;1;351743;cancelled;detail
15932;2620;22/03/2025;6;29995;seabank;25-34;Jakarta;TRUE;172855;3;1973156;completed;
15933;1909;16/02/2025;17;29995;debit_card;25-34;Surabaya;FALSE;147748;1;1449155;completed;
15934;1348;05/02/2025;3;29995;debit_card;25-34;Surabaya;FALSE;120461;2;715323;completed;
15935;1272;23/01/2025;5;49995;debit_card;35-44;Makassar;FALSE;95815;1;73694;cancelled;payment
15936;2718;31/01/2025;1;29995;seabank;45+;Jakarta;FALSE;118996;2;321280;completed;
15937;911;16/03/2025;12;29995;shopeepay;25-34;Jakarta;FALSE;155596;3;616608;completed;
15938;2452;03/03/2025;20;29995;shopeepay;45+;Jakarta;TRUE;152363;3;98167;completed;
15939;404;25/03/2025;11;29995;debit_card;35-44;Jakarta;FALSE;15909;3;843983;cancelled;payment
15940;1842;22/03/2025;4;29995;shopeepay;25-34;Makassar;FALSE;13672;3;1040975;completed;
15941;2649;26/02/2025;18;29995;seabank;25-34;Surabaya;FALSE;199448;1;181235;cancelled;payment
15942;1691;11/03/2025;1;49995;seabank;18-24;Medan;TRUE;171955;2;962040;cancelled;payment
15943;1464;06/03/2025;10;49995;debit_card;25-34;Jakarta;FALSE;172343;2;1743967;completed;
15944;1257;06/02/2025;22;29995;debit_card;18-24;Makassar;TRUE;103025;2;1976236;cancelled;payment
15945;193;09/03/2025;7;29995;shopeepay;45+;Makassar;FALSE;27584;1;1962826;completed;
15946;1123;16/03/2025;3;29995;shopeepay;35-44;Surabaya;FALSE;51897;2;223804;completed;
15947;1975;17/01/2025;3;29995;debit_card;18-24;Jakarta;FALSE;170458;3;90478;completed;
15948;1643;07/01/2025;10;29995;shopeepay;25-34;Bandung;FALSE;118523;1;1812671;completed;
15949;1000;21/02/2025;13;29995;debit_card;25-34;Jakarta;FALSE;194469;1;860614;completed;
15950;1740;04/02/2025;8;29995;shopeepay;25-34;Surabaya;TRUE;131029;2;1597069;completed;
15951;523;02/01/2025;19;29995;shopeepay;45+;Jakarta;FALSE;108378;2;1444288;cancelled;payment
15952;350;09/02/2025;13;29995;shopeepay;25-34;Jakarta;FALSE;86839;1;1580688;completed;
15953;2364;06/02/2025;2;29995;seabank;25-34;Surabaya;FALSE;158757;3;363625;completed;
15954;1741;26/02/2025;12;49995;debit_card;35-44;Surabaya;FALSE;109367;3;319283;cancelled;detail
15955;2991;10/01/2025;13;29995;debit_card;18-24;Jakarta;TRUE;70047;1;1806463;cancelled;detail
15956;1945;17/03/2025;16;29995;debit_card;35-44;Bandung;FALSE;44552;1;178773;cancelled;browse
15957;1561;22/03/2025;2;29995;debit_card;25-34;Surabaya;FALSE;112175;1;54321;completed;
15958;2961;15/02/2025;14;29995;shopeepay;18-24;Medan;TRUE;153358;1;573099;completed;
15959;652;31/03/2025;20;29995;debit_card;25-34;Medan;FALSE;112175;2;692313;completed;
15960;635;05/01/2025;1;49995;shopeepay;18-24;Jakarta;FALSE;35285;2;1676483;completed;
15961;1802;05/01/2025;20;29995;seabank;35-44;Jakarta;TRUE;40725;2;117952;completed;
15962;593;27/01/2025;9;49995;shopeepay;18-24;Surabaya;FALSE;103533;1;1414707;completed;
15963;2492;05/01/2025;21;49995;shopeepay;18-24;Bandung;TRUE;97898;2;1878844;completed;
15964;2669;02/03/2025;14;29995;debit_card;35-44;Jakarta;TRUE;45344;2;335818;completed;
15965;1232;08/01/2025;18;29995;debit_card;18-24;Surabaya;FALSE;99129;2;522913;cancelled;payment
15966;756;31/01/2025;20;29995;seabank;35-44;Jakarta;FALSE;54638;3;1580809;completed;
15967;1300;21/01/2025;11;29995;shopeepay;35-44;Surabaya;FALSE;185399;1;1229568;completed;
15968;497;21/01/2025;16;49995;debit_card;25-34;Bandung;FALSE;66896;2;494162;completed;
15969;773;20/02/2025;15;49995;shopeepay;18-24;Jakarta;FALSE;42749;3;442297;completed;
15970;2422;20/03/2025;7;29995;debit_card;18-24;Jakarta;TRUE;149544;1;352587;completed;
15971;1599;28/02/2025;4;29995;debit_card;18-24;Medan;FALSE;110188;3;673761;completed;
15972;184;02/01/2025;23;29995;shopeepay;35-44;Jakarta;FALSE;65078;2;798873;completed;
15973;32;30/01/2025;14;29995;seabank;18-24;Medan;FALSE;18781;2;916763;cancelled;detail
15974;283;27/02/2025;7;49995;shopeepay;25-34;Bandung;FALSE;17256;2;1602892;cancelled;detail
15975;836;22/03/2025;17;29995;debit_card;25-34;Jakarta;TRUE;145711;2;1244725;completed;
15976;2921;20/01/2025;20;29995;debit_card;25-34;Jakarta;FALSE;113583;1;1517784;completed;
15977;1456;09/02/2025;7;29995;debit_card;45+;Jakarta;FALSE;18268;3;1213006;cancelled;payment
15978;686;29/01/2025;18;29995;shopeepay;25-34;Surabaya;TRUE;35183;3;1840087;cancelled;payment
15979;462;05/01/2025;16;29995;debit_card;25-34;Jakarta;FALSE;152398;2;1046497;completed;
15980;871;30/03/2025;3;29995;debit_card;25-34;Medan;FALSE;26119;1;109834;completed;
15981;368;10/01/2025;3;29995;seabank;45+;Jakarta;TRUE;137687;2;1986994;completed;
15982;2706;24/03/2025;19;29995;shopeepay;35-44;Jakarta;FALSE;109513;1;1485493;completed;
15983;166;02/03/2025;19;29995;debit_card;35-44;Medan;FALSE;5445;3;737619;completed;
15984;1729;01/01/2025;8;29995;seabank;35-44;Surabaya;FALSE;8998;2;1718216;cancelled;payment
15985;602;16/02/2025;13;29995;seabank;18-24;Surabaya;FALSE;73414;2;1481597;completed;
15986;2642;26/02/2025;0;29995;debit_card;18-24;Bandung;FALSE;153574;1;365386;completed;
15987;2174;14/01/2025;8;29995;seabank;35-44;Jakarta;TRUE;16040;2;720207;completed;
15988;38;25/01/2025;22;49995;debit_card;18-24;Makassar;FALSE;56387;2;618043;completed;
15989;348;31/03/2025;12;29995;debit_card;18-24;Jakarta;FALSE;57888;3;1336220;completed;
15990;1237;21/01/2025;20;29995;debit_card;35-44;Jakarta;FALSE;121747;1;1349752;cancelled;payment
15991;2022;16/01/2025;17;49995;seabank;25-34;Medan;FALSE;161064;3;760114;completed;
15992;2785;15/03/2025;9;29995;debit_card;35-44;Jakarta;FALSE;105711;3;1543518;cancelled;payment
15993;734;01/02/2025;3;29995;shopeepay;25-34;Medan;TRUE;49167;3;1730596;completed;
15994;426;14/02/2025;14;49995;debit_card;25-34;Surabaya;TRUE;161351;3;1371795;completed;
15995;1271;05/03/2025;3;49995;seabank;25-34;Surabaya;TRUE;82641;1;1532144;completed;
15996;648;25/03/2025;19;29995;seabank;25-34;Medan;FALSE;187952;2;1016754;cancelled;payment
